"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","country_of_manufacture","gift_message_available","price","special_price","weight","msrp","gift_wrapping_price","is_recurring","visibility","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","page_layout","options_container","msrp_enabled","msrp_display_actual_price_type","gift_wrapping_available","parcelas","status","tax_class_id","custom_design","image_label","small_image_label","thumbnail_label","volume_comprimento","volume_altura","volume_largura"
"admin","base","Default","simple","2,197",60093,0,"Curso Brigada de Incêndio In-Loco Conforme Novo Decreto 56.819/2011CB - ''Comercial ou Industrial''  - 15 Participantes - 60093",,,"/e/n/60093.jpg","/e/n/60093.jpg","/e/n/60093.jpg","produto-91","produto-91.html",,"Não","1499.0000","899.0000","1.0000",,,"Não","Catálogo, Busca","Curso de Brigada de Incêndio Comercial - Valor para até 15 Participantes -

Atenção; Valores para localizadas; São Jose dos Campos, Caçapava, Taubaté, Tremembé, Jacarei, Paraibuna, Jambeiro, Sta Branca.

Realizado ""in loco"" com o material que é manuseado pelos Colaboradores da Contratante, dessa maneira seus custos ficam minimizados e seu pessoal treinado em seu local de trabalho. 

Equipe de Instrutores formada por, Engenheiro de Segurança, Tecnico de Segurança e Bombeiro Civil.

- Conformidade com IT 17 do Decreto 56.819/2011 Corpo de Bombeiros de SP e demais estados.

Temos o treinamento de Brigada com ou sem Primeiros Socorros.

SERÁ FORNECIDO
1. Atestado de formação de Brigada de incêndio
2. Certificado aos alunos Participantes
3. Apostila personalizada

Carga horária:
- Risco alto:                                                                          12 a 16 horas
- Risco médio:                                                                     08 a 12 horas
- Risco baixo e reciclagem:                                              04 a 08 horas - valor divulgado no anuncio 
podendo ser realizado nos finais de semana...

Conteúdo programático:

- Introdução ao fogo
- Teoria geral 
- Pontos de Temperatura
- Métodos de transmissão
- Métodos de Extinção
- Classes de incêndio 
- Agentes extintores
- Aparelhos Extintores
- Dispositivos Especiais
- Sistemas de Incêndio
- Atribuições da Brigada de incêndio
- Abandono de área
- Isolamento de Área
- Comunicação da Brigada
- Ponto de encontro
- primeiros socorros ( SBV e RCP) - para cursos com primeiros socorros

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>

","Curso de Brigada de Incêndio In-Loco Conforme Decreto 46076/01CB - ''Comercial ou Industrial''",,,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Curso Brigada de Incêndio In-Loco Conforme Novo Decreto 56.819/2011CB - ''Comercial ou Industrial''  - 15 Participantes - 60093",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,196,198",60095,0,"ART de Sistema de Incêndio - Comercial / Industrial -Documento Pedido em Vistoria dos Bombeiros -60095",,,"/e/n/60095.jpg","/e/n/60095.jpg","/e/n/60095.jpg","produto-92","produto-92.html",,"Não","1299.0000","599.0000","1000.0000",,,"Não","Catálogo, Busca","<strong>''ATENÇÃO'' - DOCUMENTO EXIGIDO EM PEDIDO DE VISTORIA DO CORPO DE BOMBEIROS 

SISTEMA DE PRÉ VISTORIA

REQUISITOS PARA EMISSÃO DE ART E REALIZAÇÃO DE PRÉ VISTORIA - CÓPIA ATUALIZADA E APROVADA DE PROJETO DE COMBATE A INCÊNDIO DA CONTRATANTE.<strong>

Atenção; Valores Mensais para empresas Contratantes localizadas; São Jose dos Campos, Caçapava, Taubaté, Tremembé, Jacarei, Paraibuna, Jambeiro, Sta Branca.
Demais cidades favor cotar com loja física

VALORES PARA ATÉ: 1100,00 m² de Área Construída , ESTRUTURAS MAIORES FAVOR CONTATAR LOJA FISICA.</strong>

Procedimento consiste na ida ate o local de um técnico Aerotex, que munido de cópia do projeto de combate a incêndio da edificação, irá realizar uma pré-vistoria, testar e verificar por sistema de amostragem, se os equipamentos que constam no projeto de incêndio estão realmente no local e com funcionamento e especificações corretas.

Emitindo um relatório final constando se há irregularidades ou não

Após serem corrigidas as não conformidades ou no caso de não haver não conformidade.
À Aerotex Extintores emitirá uma ''ART'' de Manutenção e Funcionamento do sistema de combate a incêndio, que deverá ser apresentada no corpo de bombeiro no pedido de Vistoria.

''Atenção'' o teste efetuado pela contratada segue a mesma linha do efetuado pelo Corpo de Bombeiro no dia da vistoria, sendo assim Imprencidível e de caráter preventivo, minimizando assim a possibilidade da contratada ser reprovada na vistoria.

Tempo aproximado de 04 a 08 hs

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Teste de Sistema de Proteção contra Incêncio Comercial (Hidrante)",,,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"ART de Sistema de Incêndio - Comercial / Industrial -Documento Pedido em Vistoria dos Bombeiros -60095",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,34",510,0,"Cromagem de Extintor AP / CO2 / PQS 8/12 KG - 60097",,,"/e/n/510.jpg","/e/n/510.jpg","/e/n/510.jpg","produto-93","produto-93.html",,"Não","0.0000",,"1000.0000",,,"Não","Catálogo, Busca","O revestimento de cromo consiste na aplicação de um recobrimento de grande dureza sobre superfícies expostas a intenso desgaste.

Dureza

Na prática, a película de cromo duro normal apresenta uma dureza de 60 a 68 Hrc, aproximadamente.

Resistência e Corrosão

Devido à sua pouca reatividade com os produtos oxidantes ou redutores, o cromo duro resiste à maioria dos ácidos e álcalis, podendo-se afirmar que, praticamente, só o ácido clorídrico o ataca.

A proteção oferecida pela película de cromo é aumentada devido à sua estrutura finamente cristalina, tendo uma capacidade de absorção, retenção e umedecimento quase nulo.","Cromagem de Extintor AP / CO2 / PQS 8/12 KG",,,,,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Cromagem de Extintor AP / CO2 / PQS 8/12 KG - 60097",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,34",511,0,"Cromagem de Extintor PQS 4/6 KG - 60098",,,"/e/n/511.jpg","/e/n/511.jpg","/e/n/511.jpg","produto-94","produto-94.html",,"Não","0.0000",,"1000.0000",,,"Não","Catálogo, Busca","O revestimento de cromo consiste na aplicação de um recobrimento de grande dureza sobre superfícies expostas a intenso desgaste.

Dureza

Na prática, a película de cromo duro normal apresenta uma dureza de 60 a 68 Hrc, aproximadamente.

Resistência e Corrosão

Devido à sua pouca reatividade com os produtos oxidantes ou redutores, o cromo duro resiste à maioria dos ácidos e álcalis, podendo-se afirmar que, praticamente, só o ácido clorídrico o ataca.

A proteção oferecida pela película de cromo é aumentada devido à sua estrutura finamente cristalina, tendo uma capacidade de absorção, retenção e umedecimento quase nulo.","Cromagem de Extintor PQS 4/6 KG",,,,,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Cromagem de Extintor PQS 4/6 KG - 60098",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,196",517,0,"Atualização de Projeto Técnico de Combate a Incêndio - 60127",,,"/e/n/517.jpg","/e/n/517.jpg","/e/n/517.jpg","produto-100","produto-100.html",,"Não","0.0000",,"1000.0000",,,"Não","Catálogo, Busca","Quando as modificações ou alterações não se enquadrem nos casos previstos no item – Substituição do Projeto Técnico. 

Tempo estimado de Atualização de projeto até 20 dias, tempo estimado de análise no Corpo de Bombeiros até 20 dias, total estimado do processo de emissão e aprovação de projeto até 40 dias.

Serviço totalmente realizado conforme Novo Decreto 56.891/2011Corpo de Bombeiros do Estado de São Paulo ou Conforme decreto do Estado de Localização da Contratante

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Atualização de Projeto Técnico de Combate a Incêndio",,,,,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Atualização de Projeto Técnico de Combate a Incêndio - 60127",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,320",10000,0,"Recarga de Extintor Água Press 10 litros - 10000",,,"/e/n/10000.jpg","/e/n/10000.jpg","/e/n/10000.jpg","produto-104","produto-104.html",,"Não","17.0000","12.0000","16.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor Água Press 10 litros","recarga; extintor;",,"2014-10-20 00:00:00",,,,,,"81.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Água Press 10 litros - 10000",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,320",10002,0,"Recarga de Extintor Água Gás 75 litros - 10002",,,"/e/n/10002.jpg","/e/n/10002.jpg","/e/n/10002.jpg","produto-106","produto-106.html",,"Não","87.0000","79.0000","80.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor Água Gás 75 litros","recarga;extintor;",,"2014-10-20 00:00:00",,,,,,"99.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Água Gás 75 litros - 10002",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,322",10004,0,"Recarga de Extintor Pó Químico BC 1 KG Veicular - 10004",,,"/e/n/10004.jpg","/e/n/10004.jpg","/e/n/10004.jpg","produto-108","produto-108.html",,"Não","18.0000","15.0000","1.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor Pó Químico BC 1 KG","recarga;extintor;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Pó Químico BC 1 KG Veicular - 10004",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,322",10005,0,"Recarga de Extintor Pó Químico BC 2 KG Veicular - 10005",,,"/e/n/10005.jpg","/e/n/10005.jpg","/e/n/10005.jpg","produto-109","produto-109.html",,"Não","35.0000","20.0000","1.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor Pó Químico BC 2 KG","recarga;extintor;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Pó Químico BC 2 KG Veicular - 10005",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,327",10020,0,"Recarga de Extintor Gás Carbônico 20 KG - 10020",,,"/e/n/10020.jpg","/e/n/10020.jpg","/e/n/10020.jpg","produto-110","produto-110.html",,"Não","219.0000","198.0000","1.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor Gás Carbônico 20 KG","recarga ;Extintor; Gás Carbônico; 20 KG;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Gás Carbônico 20 KG - 10020",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,327",10019,0,"Recarga de Extintor Gás Carbônico 10 KG - 10019",,,"/e/n/10019.jpg","/e/n/10019.jpg","/e/n/10019.jpg","produto-112","produto-112.html",,"Não","119.0000","99.0000","32.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor ","recarga; extintores; gás Carbônico; 10 kg;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Gás Carbônico 10 KG - 10019",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,323",10065,0,"Recarga de Extintor Pó Químico ABC 12 KG - 10065",,,"/e/n/10065.jpg","/e/n/10065.jpg","/e/n/10065.jpg","produto-113","produto-113.html",,"Não","139.0000","96.0000","1.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor Pó Químico ABC 12 KG","recarga; extintor; pó químico; ABC; 12 kg;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Pó Químico ABC 12 KG - 10065",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,321",10010,0,"Recarga de Extintor Pó Químico BC 30 KG - 10010",,,"/e/n/10010.jpg","/e/n/10010.jpg","/e/n/10010.jpg","produto-114","produto-114.html",,"Não","185.0000","170.0000","35.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Especializada também na realização de recargas e testes em cilindros de alta pressão e baixa pressão ( extintores, gnv, epr, mergulho autônomo e ampolas de aquários).

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Recarga de Extintor Pó Químico BC 30 KG","recarga; pó; 30 kg; recarga; pintura; manutenção; manutenções;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Pó Químico BC 30 KG - 10010",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,321",10011,0,"Recarga de Extintor Pó Químico BC 50 KG - 10011",,,"/e/n/10011.jpg","/e/n/10011.jpg","/e/n/10011.jpg","produto-115","produto-115.html",,"Não","309.0000","249.0000","82.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Manutenção de Extintor Pó Químico Industrial BC 50 KG","Extintor; pó; BC; 50KG;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Pó Químico BC 50 KG - 10011",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,323",10055,0,"Recarga de Extintor Pó Químico ABC 08 KG - 10055",,,"/e/n/10055.jpg","/e/n/10055.jpg","/e/n/10055.jpg","produto-116","produto-116.html",,"Não","95.0000","64.0000","1.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Manutenção de Extintor Pó Químico ABC 08 KG","Manutenção; extintor; ABC; 8 Kg; pó químico;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Pó Químico ABC 08 KG - 10055",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
"admin","base","Default","simple","2,190,321",10013,0,"Recarga de Extintor Pó Químico BC 100 KG - 10013",,,"/e/n/10013.jpg","/e/n/10013.jpg","/e/n/10013.jpg","produto-117","produto-117.html",,"Não","500.0000","489.0000","1.0000",,,"Não","Catálogo, Busca","<strong>""ATENÇÃO - PARA QUANTIDADES ACIMA DE 10 PÇS, SERVIÇO COM PREÇOS ESPECIAIS - FAVOR CONTATAR LOJA FÍSICA ANTES DE FINALIZAR A COMPRA"" </strong>

Não esta incluso - troca de peças, personalização dos equipamentos e manutenções a mais que se fizerem necessárias durante o processo, caso seja necessário, serão informadas posteriormente por nossos atendentes e negociadas. 

Na Aerotex Extintores, os processos de Manutenções são realizados por colaboradores altamente qualificados e certificados, com maquinário de última tecnologia, que garante a máxima eficiência e qualidade dos extintores recarregados.

Serviço Garantido por 12 meses, desde que não seja rompido lacre de segurança.

Acompanhe Nosso Processo de Manutenções Certificado INMETRO
<iframe width=""425"" height=""349"" src=""http://www.youtube.com/embed/7yZC00Ujqdo?rel=0"" frameborder=""0"" allowfullscreen></iframe>","Manutenção de Extintor Pó Químico BC 100 KG","Extintor; pó; BC; 100 kG;",,"2014-10-20 00:00:00",,,,,,"100.0000","0.0000",1,0,0,1,"1.0000",1,"0.0000",1,1,,"0.0000",1,1,1,0,1,"0.0000",1,0,0,0,1,"Recarga de Extintor Pó Químico BC 100 KG - 10013",0,"simple",,,"Nenhuma atualização de disposição (layout)","Bloco após Coluna de Informações","Use config","Use config","Não",6,"Ativado","Ativado","Nenhum","","","","","","",""
